id,text,task
9432,la independencia se obtiene con honestidad con valores lo cual está muy lejos de los usteds practican peor aún pregonan porsupuesto hay trabajar mucho en ello sin desmayar por un nuevo ecuador respeto unidad empujando todos en el mismo sentido sin intereses particulares,no violencia política de género
9433,pero no te queremos igual,no violencia política de género
9434,los más buscados por miserables malandros,no violencia política de género
9435,donde lo ddhh las pañuelos verdes la asamblea ya llamaría la madre,no violencia política de género
9436,no venga nobhay llevarse xe el companerito se llevó todo,no violencia política de género
9437,cerdosa corrupta le cuento han asesinado una mujer policía eso ta no les interesa hdgp,violencia política de género
9438,díganle fernando que revise si su billetera sigue en su bolsillo,no violencia política de género
9439,pero que clase de mujer este hombre conocerá quien es esa mujer pobre ignorante de la misma calaña son,violencia política de género
9440,lávate la trompa cara de la,no violencia política de género
9441,no es ninguna bandera del fascismo ucraniano solo es la de de ucrania de hecho el fascismo tiene parecido con el socialismo de ustedes,no violencia política de género
9442,en la letra chiquita dice se busca,no violencia política de género
9443,alguien tiene una estaca es para un deber,no violencia política de género
9444,hipocresía pura lo suyo,violencia política de género
9445,habla morticia,no violencia política de género
9446,pos si rafael correa el mejor presidente del ecuador fuera el inepto mediocre incapaz corrupto calumniador de lasso fuera,no violencia política de género
9447,lo mismo te dicen las putas cuando te quieren sacar plata sin siquiera conocerte,no violencia política de género
9448,las no son bien venidas vaya con sus amigos delincuentes otro lado,no violencia política de género
9449,cualquier mamarracho que sea seguidor de billetevicencio no tiene ninguna credibilidad así que no pierdas tiempo en escribir tantas insensateces,no violencia política de género
9450,quiénes botaron eres un simple mamarracho más escribes pero sin argumentos simple caja de resonancia eres un asco,no violencia política de género
9451,cara de te puedo decir correista mm gaver,no violencia política de género
9452,solo falta ali babá el resto de los ladrones están completos hasta llegaron más mínimo se robaron la cámara al final,no violencia política de género
9453,hablas delincuente batracia xxx,violencia política de género
9454,cuando ya no tengamos pillos delincuentes miserables ladrones toda esa sarta de narcotraficantes que se lleven al país en peso sean hagan los políticos cuando en verdad son asaltantes cabecillas de bandas,no violencia política de género
9455,uyyy el pais sería más lindo sin tu presencia sin un lassie boys alias zapatitos rojos come cucayos estaríamos más tranquilos,no violencia política de género
9456,robolucionaria,no violencia política de género
9457,seguidores deja de ser rastrero bloqueado,no violencia política de género
9458,siempre cuando tú no andes por ahí corrupta vaga,violencia política de género
9459,no necesita de sucias,violencia política de género
9460,aquí solo veo un mamerto una corrupta,violencia política de género
9461,devuelva qué si tienes pruebas presenta la queja en la fiscalía sino eres un más de tantos odiadores que se les cayó el,no violencia política de género
9462,puede tener proyectos de ley el problema es el nivel de proyectos los de holguín son proyectos basura que solo beneficia la mafia a lo mucho la troncha,no violencia política de género
9463,gracias marcela,no violencia política de género
9464,el no ser correista te hace todo un crack felicitaciones estos unes ya no saben como más lambonear en tiempos de campaña,no violencia política de género
9465,me gusta,no violencia política de género
9466,se ve que drogaron al compañerito para que diga eso esa vaga cuando ha trabajado es solo un títere del prófugo,violencia política de género
9467,solo los estúpidos repiten lo mismo la culpa es de correa,no violencia política de género
9468,compañera sofía espin el camino fue trazado por nuestro presidente rafael correa ahora lo destruyen unos cuantos babosos florindos aún defienden al inepto,no violencia política de género
9469,ya pues nombren una comisión que investigue los hechos,no violencia política de género
9470,sinverguenzas son bien caretucos compañeritos,no violencia política de género
9471,ya no están lo mejor se llevaron medio país los huidos prohibido olvidar olvidar,no violencia política de género
9472,espero no ver en ningún spot en ninguna campaña espero no verla nada no hagan cambiar mi voto por hlvs,no violencia política de género
9473,qué ha hecho esta robolucionaria por el país si se puede saber,no violencia política de género
9474,sería más linda sin títeres correistas,no violencia política de género
9475,linda esa empresa que tuvo contratos con el gobierno de rafael correa entonces obviamente lo están extrañando,no violencia política de género
9476,jajajajaja que hipócrita esta tipa en la realidad odian guayaquil porque nunca se ha arrodillado ante ellos,violencia política de género
9477,correa el mejor presidente del ecuador,no violencia política de género
9478,lo dice un man que tiene la bandera del fascismo ucraniano batraaacio,no violencia política de género
9479,como te digo payasita cómica,violencia política de género
9480,ahora dilo sin llorar mmv,no violencia política de género
9481,de dónde sacan esa encuesta ha de ser hecha por los hermanitos alvarado expertos en propaganda fascista,no violencia política de género
9482,ladrona sin vergüenza,violencia política de género
9483,vos eres la fea,violencia política de género
9484,es el mejor apodo para ojala se vuelva tendencia,no violencia política de género
9485,yo le respondo ahí dentro de la asamblea hay un grupo de ineptos inválidos mentales que no hacen nada por el país además de ser serrucho no aprueban nada para que ir dónde venden comida mala pudiendo comer sabroso en otro lugar,no violencia política de género
